CODEALERTA,VPRESSAO_original
192044,agriculture
192045,agriculture
192048,agriculture
192054,ilegal_mining
192055,agriculture
192061,agriculture
192066,agriculture
192068,agriculture
192089,agriculture
192097,agriculture
192104,agriculture
192106,agriculture
192253,agriculture
192263,agriculture
192265,agriculture
192278,agriculture
192300,agriculture
192323,agriculture
192355,agriculture
192364,agriculture
192373,agriculture
192378,agriculture
192380,agriculture
192389,agriculture
192435,agriculture
192443,agriculture
192451,agriculture
192453,agriculture
192474,agriculture
192484,agriculture
192513,agriculture
192555,agriculture
192574,agriculture
192582,agriculture
192583,agriculture
192586,agriculture
192601,agriculture
192606,agriculture
192607,agriculture
192618,agriculture
192644,agriculture
192691,agriculture
192694,agriculture
192715,agriculture
192783,agriculture
192841,agriculture
192850,agriculture
192855,agriculture
192878,agriculture
192903,agriculture
192942,agriculture
192953,agriculture
192982,agriculture
193015,agriculture
193019,agriculture
193037,agriculture
193046,agriculture
193070,agriculture
193090,agriculture
193115,agriculture
193117,agriculture
193135,agriculture
193160,agriculture
193180,agriculture
193182,agriculture
193190,agriculture
193217,agriculture
193220,agriculture
193239,agriculture
193251,agriculture
193299,agriculture
193304,agriculture
193312,agriculture
193331,agriculture
193343,agriculture
193365,agriculture
193375,agriculture
193403,agriculture
193441,agriculture
193456,agriculture
193465,agriculture
193471,agriculture
193483,agriculture
193502,agriculture
193506,agriculture
193517,agriculture
193537,agriculture
193538,agriculture
193539,agriculture
193569,agriculture
193573,agriculture
193579,agriculture
193581,agriculture
193597,agriculture
193629,agriculture
193665,agriculture
193727,agriculture
193735,agriculture
193765,agriculture
193801,agriculture
193833,agriculture
193849,agriculture
193853,agriculture
193918,agriculture
193944,agriculture
193953,agriculture
193962,agriculture
193967,agriculture
193985,agriculture
194017,agriculture
194029,agriculture
194031,agriculture
194036,agriculture
194049,agriculture
194051,agriculture
194063,agriculture
194071,agriculture
194085,agriculture
194089,agriculture
194093,agriculture
194118,agriculture
194126,agriculture
194136,agriculture
194157,agriculture
194162,agriculture
194166,agriculture
194168,agriculture
194175,agriculture
194181,agriculture
194225,agriculture
194246,agriculture
194253,agriculture
194286,agriculture
194295,agriculture
194302,agriculture
194303,agriculture
194307,agriculture
194310,agriculture
194311,agriculture
194336,agriculture
194385,agriculture
194387,agriculture
194475,agriculture
194526,agriculture
194577,agriculture
194585,agriculture
194591,agriculture
194612,agriculture
194671,agriculture
194693,agriculture
194733,agriculture
194736,agriculture
194765,agriculture
194857,agriculture
194922,agriculture
195037,agriculture
195055,agriculture
195061,agriculture
195063,agriculture
195071,agriculture
195076,agriculture
195089,agriculture
195113,agriculture
195137,agriculture
195144,agriculture
195145,agriculture
195148,agriculture
195153,agriculture
195171,agriculture
195175,agriculture
195177,agriculture
195198,agriculture
195219,agriculture
195244,agriculture
195255,agriculture
195265,ilegal_mining
195267,ilegal_mining
195274,ilegal_mining
195277,ilegal_mining
195279,ilegal_mining
195280,ilegal_mining
195282,ilegal_mining
195286,ilegal_mining
195287,ilegal_mining
195293,ilegal_mining
195294,ilegal_mining
195299,ilegal_mining
195300,ilegal_mining
195303,ilegal_mining
195307,agriculture
195309,ilegal_mining
195310,ilegal_mining
195324,agriculture
195345,agriculture
195374,agriculture
195400,agriculture
195406,ilegal_mining
195415,ilegal_mining
195421,ilegal_mining
195422,ilegal_mining
195427,agriculture
195435,ilegal_mining
195436,ilegal_mining
195441,agriculture
195442,agriculture
195476,agriculture
195483,agriculture
195523,ilegal_mining
195525,ilegal_mining
195530,ilegal_mining
195580,agriculture
195583,agriculture
195593,agriculture
195598,ilegal_mining
195611,ilegal_mining
195612,ilegal_mining
195615,ilegal_mining
195620,ilegal_mining
195645,ilegal_mining
195649,ilegal_mining
195660,ilegal_mining
195663,ilegal_mining
195664,ilegal_mining
195668,ilegal_mining
195671,ilegal_mining
195681,ilegal_mining
195682,agriculture
195694,agriculture
195704,agriculture
195821,agriculture
195829,agriculture
195830,agriculture
195857,agriculture
195860,agriculture
195923,agriculture
195929,agriculture
195944,agriculture
195965,agriculture
195978,agriculture
195987,agriculture
195998,agriculture
196035,agriculture
196044,agriculture
196072,agriculture
196148,agriculture
196149,agriculture
196160,agriculture
196167,agriculture
196178,agriculture
196234,agriculture
196266,agriculture
196296,ilegal_mining
196371,ilegal_mining
196389,agriculture
197469,agriculture
197545,agriculture
197914,agriculture
197931,agriculture
197939,agriculture
197961,agriculture
197965,agriculture
197969,agriculture
198016,agriculture
198029,agriculture
198551,agriculture
198571,agriculture
198694,agriculture
198741,agriculture
198749,agriculture
198838,agriculture
198844,agriculture
198957,agriculture
198959,agriculture
198960,agriculture
198967,agriculture
199062,agriculture
199100,agriculture
199139,ilegal_mining
199140,ilegal_mining
199141,agriculture
199147,ilegal_mining
199153,agriculture
199160,agriculture
199198,agriculture
199199,agriculture
199208,agriculture
199224,agriculture
199229,agriculture
199310,agriculture
199320,agriculture
199323,agriculture
199341,agriculture
199344,agriculture
199373,agriculture
199381,agriculture
199390,agriculture
199426,agriculture
199469,agriculture
199480,agriculture
199486,ilegal_mining
199487,ilegal_mining
199489,agriculture
199499,agriculture
199502,agriculture
199514,agriculture
199537,agriculture
199548,agriculture
199588,agriculture
199597,agriculture
199613,agriculture
199667,agriculture
199669,agriculture
199711,agriculture
199741,agriculture
199867,agriculture
199943,agriculture
199950,agriculture
199963,ilegal_mining
199972,agriculture
200000,ilegal_mining
200006,ilegal_mining
200007,ilegal_mining
200012,ilegal_mining
200017,ilegal_mining
200027,ilegal_mining
200029,ilegal_mining
200041,agriculture
200043,ilegal_mining
200051,ilegal_mining
200084,agriculture
200130,agriculture
200184,agriculture
200233,ilegal_mining
200246,ilegal_mining
200250,ilegal_mining
200251,ilegal_mining
200254,ilegal_mining
200259,ilegal_mining
200261,ilegal_mining
200264,ilegal_mining
200267,ilegal_mining
200268,ilegal_mining
200270,ilegal_mining
200272,ilegal_mining
200275,ilegal_mining
200278,ilegal_mining
200279,ilegal_mining
200284,ilegal_mining
200285,ilegal_mining
200286,ilegal_mining
200289,ilegal_mining
200304,agriculture
200327,ilegal_mining
200331,ilegal_mining
200339,agriculture
200345,agriculture
200358,agriculture
200363,agriculture
200377,ilegal_mining
200383,ilegal_mining
200386,ilegal_mining
200388,ilegal_mining
200391,ilegal_mining
200393,ilegal_mining
200417,ilegal_mining
200420,ilegal_mining
200426,ilegal_mining
200428,ilegal_mining
200430,ilegal_mining
200434,ilegal_mining
200437,ilegal_mining
200438,ilegal_mining
200442,ilegal_mining
200444,ilegal_mining
200445,ilegal_mining
200448,ilegal_mining
200449,ilegal_mining
200450,agriculture
200453,ilegal_mining
200455,ilegal_mining
200457,ilegal_mining
200463,ilegal_mining
200471,ilegal_mining
200473,ilegal_mining
200475,ilegal_mining
200478,ilegal_mining
200483,ilegal_mining
200484,ilegal_mining
200487,ilegal_mining
200506,ilegal_mining
200509,ilegal_mining
200511,ilegal_mining
200520,ilegal_mining
200526,ilegal_mining
200534,ilegal_mining
200537,ilegal_mining
200548,ilegal_mining
200553,ilegal_mining
200555,ilegal_mining
200557,ilegal_mining
200562,ilegal_mining
201092,agriculture
201158,agriculture
201195,agriculture
201273,agriculture
201274,agriculture
201326,agriculture
201789,agriculture
201793,agriculture
201831,agriculture
201836,agriculture
201866,agriculture
201868,agriculture
201881,agriculture
202507,agriculture
203004,agriculture
203007,agriculture
203012,agriculture
203069,agriculture
203172,agriculture
203701,agriculture
203730,agriculture
203923,agriculture
203932,agriculture
203934,agriculture
203967,agriculture
203969,agriculture
203973,ilegal_mining
203976,agriculture
203977,agriculture
203995,agriculture
203997,agriculture
204002,agriculture
204138,agriculture
204140,agriculture
204144,agriculture
204146,agriculture
204157,agriculture
204184,agriculture
204192,ilegal_mining
204216,agriculture
204222,agriculture
204321,agriculture
204329,agriculture
204348,agriculture
204358,agriculture
204386,agriculture
204420,agriculture
204425,agriculture
204455,agriculture
204467,agriculture
204469,agriculture
204480,agriculture
204531,agriculture
204532,agriculture
204582,agriculture
204605,agriculture
204615,agriculture
204658,agriculture
204664,agriculture
204716,agriculture
204741,agriculture
204749,agriculture
204762,agriculture
204773,agriculture
204780,agriculture
204798,agriculture
204871,agriculture
204874,agriculture
204888,agriculture
204894,agriculture
204908,agriculture
204915,agriculture
204928,agriculture
204932,agriculture
204975,agriculture
204977,agriculture
204990,agriculture
205001,agriculture
205006,agriculture
205012,agriculture
205015,agriculture
205023,agriculture
205069,agriculture
205071,agriculture
205084,agriculture
205086,agriculture
205113,agriculture
205117,agriculture
205140,agriculture
205146,agriculture
205192,agriculture
205211,agriculture
205214,agriculture
205245,agriculture
205268,agriculture
205288,agriculture
205294,agriculture
205366,agriculture
205368,agriculture
205372,agriculture
205383,ilegal_mining
205410,agriculture
205417,agriculture
205514,agriculture
205536,agriculture
205538,agriculture
205554,agriculture
205649,agriculture
205655,agriculture
205687,agriculture
205724,agriculture
205729,agriculture
205731,agriculture
205816,agriculture
205824,agriculture
205856,agriculture
205857,agriculture
205864,agriculture
205977,ilegal_mining
205990,agriculture
205995,ilegal_mining
206001,agriculture
206046,agriculture
206055,ilegal_mining
206074,agriculture
206089,ilegal_mining
206127,ilegal_mining
206128,ilegal_mining
206129,ilegal_mining
206135,ilegal_mining
206139,ilegal_mining
206145,ilegal_mining
206194,agriculture
206195,ilegal_mining
206202,ilegal_mining
206206,ilegal_mining
206256,agriculture
206269,ilegal_mining
206272,ilegal_mining
206305,agriculture
206312,agriculture
206322,agriculture
206333,agriculture
206335,agriculture
206347,agriculture
206407,agriculture
206410,agriculture
206421,agriculture
206520,agriculture
206521,agriculture
206522,ilegal_mining
206578,agriculture
206592,agriculture
206593,agriculture
206598,agriculture
206657,ilegal_mining
206667,agriculture
206677,agriculture
206681,ilegal_mining
206756,agriculture
206778,agriculture
206797,agriculture
206807,ilegal_mining
206810,ilegal_mining
206875,agriculture
206977,agriculture
206980,agriculture
207018,agriculture
207023,agriculture
207031,agriculture
207055,agriculture
207064,agriculture
207067,agriculture
207070,agriculture
207088,agriculture
207136,agriculture
207154,ilegal_mining
207155,ilegal_mining
207156,ilegal_mining
207157,ilegal_mining
207158,ilegal_mining
207159,ilegal_mining
207160,ilegal_mining
207161,ilegal_mining
207168,agriculture
207197,agriculture
207258,agriculture
207267,agriculture
207281,agriculture
207322,ilegal_mining
207323,ilegal_mining
207325,agriculture
207326,ilegal_mining
207328,ilegal_mining
207339,agriculture
207354,ilegal_mining
207361,ilegal_mining
207389,ilegal_mining
209594,agriculture
209625,agriculture
209649,agriculture
209782,ilegal_mining
209814,ilegal_mining
209859,agriculture
209870,agriculture
209898,agriculture
209914,ilegal_mining
210091,agriculture
210264,ilegal_mining
210426,agriculture
210482,ilegal_mining
210560,agriculture
210573,agriculture
210652,agriculture
210910,ilegal_mining
210916,ilegal_mining
210953,agriculture
211024,agriculture
211056,agriculture
211085,agriculture
211135,agriculture
211163,agriculture
211235,agriculture
211239,ilegal_mining
211376,agriculture
211387,agriculture
211390,agriculture
211432,agriculture
211486,agriculture
211510,ilegal_mining
211511,ilegal_mining
211512,ilegal_mining
211516,ilegal_mining
211562,agriculture
211569,agriculture
211588,ilegal_mining
211591,ilegal_mining
211593,ilegal_mining
211594,ilegal_mining
211600,ilegal_mining
211601,ilegal_mining
211616,ilegal_mining
211619,ilegal_mining
211620,ilegal_mining
211638,ilegal_mining
211639,ilegal_mining
211647,agriculture
211696,ilegal_mining
211710,ilegal_mining
211713,agriculture
211749,agriculture
211779,ilegal_mining
211954,agriculture
212260,agriculture
212526,ilegal_mining
212536,ilegal_mining
212670,ilegal_mining
212727,agriculture
212728,agriculture
212737,ilegal_mining
212739,ilegal_mining
212798,agriculture
212832,agriculture
212842,agriculture
212860,agriculture
212862,agriculture
212884,agriculture
212889,agriculture
212960,agriculture
212962,agriculture
212963,agriculture
212971,agriculture
212998,agriculture
213000,agriculture
213022,agriculture
213026,agriculture
213041,agriculture
213042,agriculture
213052,agriculture
213060,agriculture
213066,agriculture
213077,agriculture
213080,agriculture
213083,agriculture
213085,agriculture
213088,agriculture
213091,agriculture
213092,agriculture
213101,agriculture
213136,ilegal_mining
213137,ilegal_mining
213144,agriculture
213145,ilegal_mining
213146,ilegal_mining
213151,ilegal_mining
213210,agriculture
213217,agriculture
213220,agriculture
213221,agriculture
213227,agriculture
213228,ilegal_mining
213253,ilegal_mining
213300,agriculture
213320,agriculture
213326,agriculture
213329,agriculture
213367,agriculture
213371,agriculture
213377,agriculture
213408,agriculture
213412,agriculture
213427,agriculture
213446,agriculture
213484,agriculture
213509,agriculture
213516,agriculture
213517,agriculture
213536,agriculture
213553,agriculture
213558,agriculture
213583,agriculture
213586,agriculture
213600,agriculture
213607,agriculture
213626,agriculture
213630,agriculture
213636,agriculture
213649,agriculture
213654,agriculture
213660,agriculture
213662,agriculture
213665,agriculture
213672,agriculture
213677,agriculture
213681,agriculture
213685,ilegal_mining
213696,agriculture
213723,agriculture
213752,ilegal_mining
213758,ilegal_mining
213806,agriculture
213815,agriculture
213827,agriculture
213839,agriculture
213862,agriculture
213884,agriculture
213933,agriculture
213949,agriculture
213954,agriculture
213993,agriculture
214008,agriculture
214033,agriculture
214057,agriculture
214086,agriculture
214108,agriculture
214116,ilegal_mining
214124,agriculture
214137,ilegal_mining
214139,ilegal_mining
214144,ilegal_mining
214149,ilegal_mining
214151,ilegal_mining
214152,agriculture
214163,ilegal_mining
214169,agriculture
214209,ilegal_mining
214293,agriculture
214300,agriculture
214314,ilegal_mining
214315,ilegal_mining
214327,agriculture
214332,agriculture
214390,agriculture
214404,agriculture
214408,agriculture
214441,agriculture
214450,agriculture
214496,agriculture
214502,agriculture
214522,ilegal_mining
214564,agriculture
214567,agriculture
214636,agriculture
214651,agriculture
214683,ilegal_mining
214694,ilegal_mining
214695,ilegal_mining
214699,ilegal_mining
214700,agriculture
214772,agriculture
214794,ilegal_mining
214803,ilegal_mining
214804,ilegal_mining
214848,ilegal_mining
214877,agriculture
214892,agriculture
214932,agriculture
214963,agriculture
215048,agriculture
215079,agriculture
215138,agriculture
215145,agriculture
215162,ilegal_mining
215167,ilegal_mining
215199,ilegal_mining
215201,ilegal_mining
215224,agriculture
215299,ilegal_mining
215300,ilegal_mining
215311,agriculture
215313,ilegal_mining
215314,ilegal_mining
215315,ilegal_mining
215335,agriculture
215403,agriculture
215408,ilegal_mining
215412,ilegal_mining
215414,ilegal_mining
215423,ilegal_mining
215432,ilegal_mining
215434,ilegal_mining
215456,agriculture
215462,ilegal_mining
215466,agriculture
215469,ilegal_mining
215470,ilegal_mining
215471,ilegal_mining
215475,ilegal_mining
215478,ilegal_mining
215481,ilegal_mining
215497,agriculture
215499,agriculture
215505,agriculture
215548,ilegal_mining
215560,agriculture
215571,agriculture
215618,ilegal_mining
215636,agriculture
215639,agriculture
215647,ilegal_mining
215649,ilegal_mining
215650,ilegal_mining
215651,ilegal_mining
215653,agriculture
215655,ilegal_mining
215656,ilegal_mining
215660,ilegal_mining
215661,ilegal_mining
215662,ilegal_mining
215663,ilegal_mining
215664,ilegal_mining
215666,ilegal_mining
215669,agriculture
215725,agriculture
215752,agriculture
215762,agriculture
215774,agriculture
215810,agriculture
215826,agriculture
215835,agriculture
215848,agriculture
215867,agriculture
215884,agriculture
215922,agriculture
215926,agriculture
215962,agriculture
215969,agriculture
215977,agriculture
215992,agriculture
216016,agriculture
216040,agriculture
216061,agriculture
216138,agriculture
216141,agriculture
216149,agriculture
216165,agriculture
216177,agriculture
216193,ilegal_mining
216225,agriculture
216273,agriculture
216277,agriculture
216296,agriculture
216311,agriculture
216338,agriculture
216347,agriculture
216358,agriculture
216387,agriculture
216429,agriculture
216432,agriculture
216440,agriculture
216504,agriculture
216542,agriculture
216641,agriculture
216643,agriculture
216679,agriculture
216687,agriculture
216689,agriculture
216703,agriculture
216716,agriculture
216717,agriculture
216761,agriculture
216825,agriculture
216860,agriculture
216916,agriculture
216933,agriculture
216936,agriculture
217126,agriculture
217692,agriculture
217724,agriculture
217726,agriculture
217731,agriculture
217810,agriculture
217852,agriculture
217997,agriculture
218076,agriculture
218079,agriculture
218082,agriculture
218116,agriculture
218118,agriculture
218170,agriculture
218179,agriculture
218298,agriculture
218361,agriculture
218375,agriculture
218381,agriculture
218385,agriculture
218386,agriculture
218388,agriculture
218395,agriculture
218403,agriculture
218407,agriculture
218410,agriculture
218413,agriculture
218447,agriculture
218491,agriculture
218493,agriculture
218533,agriculture
218537,agriculture
218580,agriculture
218626,agriculture
218640,agriculture
218645,agriculture
218646,agriculture
218672,agriculture
218675,agriculture
218681,agriculture
218688,agriculture
218695,agriculture
218702,agriculture
218728,ilegal_mining
218729,ilegal_mining
218730,ilegal_mining
218731,ilegal_mining
218785,agriculture
218800,ilegal_mining
218808,roads
218809,agriculture
218850,agriculture
218860,ilegal_mining
218861,ilegal_mining
218864,agriculture
218876,ilegal_mining
218888,agriculture
218912,agriculture
218914,agriculture
218936,agriculture
219067,agriculture
219081,agriculture
219166,agriculture
219172,agriculture
219226,agriculture
219229,agriculture
219233,agriculture
219261,agriculture
219309,agriculture
219341,agriculture
219415,agriculture
219468,agriculture
219502,agriculture
219526,agriculture
219529,agriculture
219575,agriculture
219637,agriculture
219657,agriculture
219676,agriculture
219702,agriculture
219705,agriculture
219731,agriculture
219759,agriculture
219786,agriculture
219810,agriculture
219824,agriculture
219902,agriculture
219926,agriculture
219931,agriculture
219952,agriculture
219967,agriculture
219990,agriculture
219997,agriculture
220015,agriculture
220019,agriculture
220029,agriculture
220044,agriculture
220058,agriculture
220063,agriculture
220071,agriculture
220078,agriculture
220083,agriculture
220093,agriculture
220095,agriculture
220098,agriculture
220103,agriculture
220107,agriculture
220112,agriculture
220134,agriculture
220176,agriculture
220206,agriculture
220247,agriculture
220274,agriculture
220293,agriculture
220297,agriculture
220298,agriculture
220320,agriculture
220322,agriculture
220341,agriculture
220346,agriculture
220349,agriculture
220350,agriculture
220352,agriculture
220354,agriculture
220355,agriculture
220356,agriculture
220358,agriculture
220359,agriculture
220360,agriculture
220361,agriculture
220362,agriculture
220371,agriculture
220375,agriculture
220376,agriculture
220379,agriculture
220380,agriculture
220396,agriculture
220397,agriculture
220400,agriculture
220401,agriculture
220404,agriculture
220405,agriculture
220409,agriculture
220413,agriculture
220424,agriculture
220428,agriculture
220430,agriculture
220455,agriculture
220458,agriculture
220461,ilegal_mining
220462,ilegal_mining
220466,agriculture
220468,agriculture
220469,agriculture
220470,agriculture
220472,agriculture
220475,agriculture
220476,agriculture
220477,agriculture
220482,agriculture
220483,ilegal_mining
220487,ilegal_mining
220488,agriculture
220489,agriculture
220491,ilegal_mining
220506,agriculture
220507,agriculture
220518,agriculture
220530,agriculture
220677,agriculture
220679,agriculture
220685,agriculture
220688,agriculture
220817,agriculture
220892,agriculture
221051,agriculture
221171,agriculture
221175,agriculture
221200,agriculture
221211,agriculture
221212,agriculture
221323,agriculture
221342,agriculture
221359,agriculture
221371,agriculture
221383,agriculture
221396,agriculture
221411,agriculture
221440,agriculture
221442,agriculture
221443,agriculture
221452,agriculture
221455,agriculture
221462,agriculture
221470,agriculture
221488,agriculture
221502,agriculture
221506,agriculture
221507,agriculture
221520,agriculture
221521,agriculture
221602,agriculture
221603,agriculture
221684,agriculture
221710,agriculture
221738,agriculture
221779,agriculture
221809,agriculture
221817,agriculture
221851,agriculture
221859,agriculture
221884,agriculture
221892,agriculture
221918,agriculture
221920,agriculture
222009,agriculture
222052,agriculture
222081,agriculture
222130,agriculture
222132,agriculture
222155,agriculture
222164,agriculture
222192,agriculture
222202,agriculture
222211,agriculture
222212,agriculture
222213,agriculture
222216,agriculture
222232,agriculture
222296,agriculture
222347,agriculture
222362,agriculture
222378,agriculture
222415,agriculture
222424,agriculture
222453,agriculture
222484,agriculture
222501,agriculture
222529,agriculture
222568,agriculture
222572,agriculture
222590,agriculture
222593,agriculture
222626,agriculture
222671,agriculture
222682,agriculture
222731,agriculture
222733,agriculture
222756,agriculture
222803,agriculture
222816,agriculture
222830,agriculture
222847,agriculture
222901,agriculture
222953,agriculture
222971,agriculture
222982,agriculture
223002,agriculture
223004,agriculture
223024,agriculture
223051,agriculture
223082,agriculture
223102,agriculture
223125,agriculture
223153,agriculture
223167,agriculture
223176,agriculture
223177,agriculture
223178,agriculture
223188,agriculture
223200,agriculture
223234,agriculture
223236,agriculture
223240,agriculture
223247,agriculture
223253,agriculture
223255,agriculture
223276,agriculture
223280,agriculture
223303,agriculture
223308,agriculture
223312,agriculture
223497,agriculture
223507,agriculture
223530,agriculture
223554,agriculture
223591,agriculture
223614,agriculture
223667,agriculture
223679,agriculture
223692,agriculture
223704,agriculture
223775,agriculture
223814,agriculture
223866,agriculture
223889,agriculture
223932,agriculture
223945,agriculture
223959,agriculture
223972,agriculture
223989,agriculture
224019,agriculture
224087,ilegal_mining
224089,ilegal_mining
224092,ilegal_mining
224098,ilegal_mining
224102,ilegal_mining
224103,ilegal_mining
224106,ilegal_mining
224109,ilegal_mining
224110,ilegal_mining
224116,ilegal_mining
224118,ilegal_mining
224123,ilegal_mining
224127,ilegal_mining
224128,ilegal_mining
224135,ilegal_mining
224140,ilegal_mining
224141,ilegal_mining
224150,ilegal_mining
224151,ilegal_mining
224188,agriculture
224259,agriculture
224441,ilegal_mining
224442,ilegal_mining
224443,ilegal_mining
224445,ilegal_mining
224447,ilegal_mining
224469,agriculture
224479,ilegal_mining
224480,ilegal_mining
224482,ilegal_mining
224486,ilegal_mining
224489,ilegal_mining
224490,ilegal_mining
224493,ilegal_mining
224498,agriculture
224507,agriculture
224522,agriculture
224523,agriculture
224529,agriculture
224605,ilegal_mining
224606,ilegal_mining
224611,ilegal_mining
224614,ilegal_mining
224615,ilegal_mining
224620,ilegal_mining
224621,ilegal_mining
224633,ilegal_mining
224634,ilegal_mining
224643,ilegal_mining
224647,ilegal_mining
224654,ilegal_mining
224657,ilegal_mining
224658,ilegal_mining
224660,ilegal_mining
224663,ilegal_mining
224673,ilegal_mining
224679,ilegal_mining
224680,ilegal_mining
224683,ilegal_mining
224685,ilegal_mining
224689,ilegal_mining
224690,ilegal_mining
224691,ilegal_mining
224692,ilegal_mining
224693,ilegal_mining
224694,ilegal_mining
224697,ilegal_mining
224698,ilegal_mining
224700,ilegal_mining
224701,ilegal_mining
224702,ilegal_mining
224704,ilegal_mining
224706,ilegal_mining
224716,ilegal_mining
224727,ilegal_mining
224728,ilegal_mining
224729,ilegal_mining
224736,ilegal_mining
224737,ilegal_mining
224741,ilegal_mining
224744,ilegal_mining
224747,ilegal_mining
224753,ilegal_mining
224754,ilegal_mining
224760,ilegal_mining
224761,ilegal_mining
224763,ilegal_mining
224765,ilegal_mining
224766,ilegal_mining
224770,ilegal_mining
224771,agriculture
224772,ilegal_mining
224774,agriculture
224777,ilegal_mining
224783,ilegal_mining
224785,ilegal_mining
224849,agriculture
224867,agriculture
224886,agriculture
224974,agriculture
224993,agriculture
225025,agriculture
225046,agriculture
225047,agriculture
225068,agriculture
225094,agriculture
225107,agriculture
225119,ilegal_mining
225128,agriculture
225132,agriculture
225135,ilegal_mining
225142,agriculture
225182,agriculture
225247,agriculture
225634,agriculture
225659,agriculture
225720,agriculture
225843,agriculture
225845,agriculture
225959,agriculture
226114,agriculture
226116,agriculture
226126,agriculture
226132,agriculture
226147,agriculture
226162,agriculture
226194,agriculture
226320,agriculture
226459,agriculture
226699,agriculture
226707,agriculture
226810,agriculture
226822,agriculture
226830,agriculture
226850,agriculture
226862,agriculture
226898,agriculture
226912,agriculture
226913,agriculture
226922,agriculture
226935,agriculture
226946,agriculture
226948,agriculture
226959,agriculture
226972,agriculture
227024,agriculture
227060,agriculture
227109,agriculture
227119,agriculture
227133,agriculture
227164,agriculture
227199,agriculture
227210,agriculture
227216,agriculture
227224,agriculture
227276,agriculture
227278,agriculture
227308,agriculture
227328,agriculture
227343,agriculture
227366,agriculture
227391,agriculture
227395,agriculture
227513,agriculture
227516,agriculture
227531,agriculture
227555,agriculture
232143,agriculture
233280,agriculture
233303,agriculture
233335,agriculture
233347,agriculture
233348,agriculture
233356,agriculture
233359,agriculture
233360,agriculture
233493,agriculture
233532,agriculture
233640,agriculture
233661,ilegal_mining
233662,agriculture
233686,agriculture
233694,agriculture
233696,agriculture
233719,agriculture
233720,agriculture
233721,agriculture
233728,agriculture
233754,agriculture
233785,agriculture
233812,agriculture
233815,agriculture
233818,agriculture
233821,agriculture
233829,agriculture
233832,agriculture
233833,agriculture
233835,agriculture
233841,agriculture
233861,agriculture
233877,agriculture
233893,agriculture
233908,agriculture
233911,agriculture
234017,agriculture
234026,agriculture
234064,agriculture
234068,agriculture
234171,agriculture
234177,agriculture
234323,agriculture
234327,ilegal_mining
234346,agriculture
234347,agriculture
234356,agriculture
234418,agriculture
234421,agriculture
234512,agriculture
234529,agriculture
234548,agriculture
234578,agriculture
234579,agriculture
234596,agriculture
234601,agriculture
234610,roads
234804,agriculture
234818,ilegal_mining
234846,agriculture
234861,agriculture
234864,agriculture
234866,agriculture
234874,agriculture
234898,agriculture
234907,agriculture
234913,agriculture
234916,agriculture
234919,agriculture
234924,agriculture
234932,agriculture
234934,ilegal_mining
234935,ilegal_mining
234937,ilegal_mining
234939,agriculture
234961,agriculture
234963,agriculture
234973,agriculture
234988,agriculture
234998,agriculture
235008,agriculture
235016,agriculture
235018,agriculture
235025,agriculture
235031,agriculture
235034,agriculture
235473,agriculture
235822,agriculture
235823,ilegal_mining
235840,ilegal_mining
235887,agriculture
235900,agriculture
235927,agriculture
236035,agriculture
236040,agriculture
236050,agriculture
236059,agriculture
236067,ilegal_mining
236068,ilegal_mining
236093,agriculture
236154,agriculture
236172,agriculture
236207,agriculture
236219,agriculture
236248,agriculture
236284,agriculture
236285,agriculture
236329,agriculture
236376,agriculture
236581,agriculture
236608,agriculture
236658,agriculture
236923,ilegal_mining
236929,ilegal_mining
236930,ilegal_mining
236960,agriculture
236978,agriculture
237019,agriculture
237115,agriculture
237116,agriculture
237145,agriculture
237149,agriculture
237160,agriculture
237179,ilegal_mining
237180,ilegal_mining
237181,ilegal_mining
237182,ilegal_mining
237185,ilegal_mining
237188,ilegal_mining
237189,ilegal_mining
237190,ilegal_mining
237198,ilegal_mining
237199,ilegal_mining
237201,ilegal_mining
237202,ilegal_mining
237204,ilegal_mining
237205,ilegal_mining
237206,ilegal_mining
237207,ilegal_mining
237210,agriculture
237214,ilegal_mining
237217,ilegal_mining
237220,ilegal_mining
237223,agriculture
237226,ilegal_mining
237227,ilegal_mining
237228,ilegal_mining
237230,ilegal_mining
237231,ilegal_mining
237233,ilegal_mining
237234,ilegal_mining
237237,ilegal_mining
237238,ilegal_mining
237239,ilegal_mining
237240,ilegal_mining
237243,ilegal_mining
237244,ilegal_mining
237248,ilegal_mining
237249,ilegal_mining
237251,ilegal_mining
237252,ilegal_mining
237293,agriculture
237299,agriculture
237333,agriculture
237354,agriculture
237439,agriculture
237453,agriculture
237477,agriculture
237488,agriculture
237533,agriculture
237549,agriculture
237570,agriculture
237577,agriculture
237600,agriculture
237611,agriculture
237655,agriculture
237685,agriculture
237691,agriculture
237723,agriculture
237731,agriculture
237760,agriculture
237838,agriculture
237878,agriculture
237914,agriculture
237937,agriculture
237945,agriculture
237965,agriculture
237999,agriculture
238054,agriculture
238099,agriculture
238181,agriculture
238184,agriculture
238266,agriculture
238309,agriculture
238329,agriculture
238353,agriculture
238392,agriculture
238397,agriculture
238399,agriculture
238401,agriculture
238405,agriculture
238408,agriculture
238414,agriculture
238416,agriculture
238424,agriculture
238427,agriculture
238435,agriculture
238437,agriculture
238438,agriculture
238442,agriculture
238454,agriculture
238457,agriculture
238461,agriculture
238470,agriculture
238475,agriculture
238485,agriculture
238486,agriculture
238494,ilegal_mining
238498,ilegal_mining
